PAIS,MARCAS,PAIS_ORIGEN,MODELO,PRECIO,CAPACIDAD,COLOR,VENDIDO
China,Otros,China,1995,Yuan Renminbi,Alcyone SVX,Teal,1
China,Tesla,Indonesia,2009,Yuan Renminbi,Express 3500,Maroon,1
South Korea,Suzuki,Sweden,1985,Won,Brat,Mauv,1
China,Otros,Yemen,1990,Yuan Renminbi,Bronco II,Puce,1
China,Tesla,Russia,2012,Yuan Renminbi,Regal,Aquamarine,1
Italy,Saic Motor,Indonesia,1996,Euro,T100,Violet,1
China,Kia,China,2007,Yuan Renminbi,Yukon,Crimson,1
United States,Build Your Dream,Indonesia,2003,Dollar,C70,Turquoise,1
China,General Motors,Mongolia,1994,Yuan Renminbi,Caprice,Turquoise,1
China,Otros,Philippines,2001,Yuan Renminbi,X5,Pink,1
China,Chirey,Ireland,2003,Yuan Renminbi,Tahoe,Teal,1
China,Chirey,Croatia,2012,Yuan Renminbi,Outback,Green,1
United States,Saic Motor,Indonesia,2010,Dollar,Continental GTC,Turquoise,1
China,Suzuki,Poland,1996,Yuan Renminbi,Impala,Fuscia,1
China,Suzuki,Russia,2012,Yuan Renminbi,Leaf,Yellow,1
China,Chirey,Philippines,1997,Yuan Renminbi,Astro,Orange,1
China,Kia,Macedonia,1992,Yuan Renminbi,DeVille,Teal,1
China,Kia,Philippines,1998,Yuan Renminbi,Explorer,Orange,1
China,Chirey,Sweden,2011,Yuan Renminbi,TT,Goldenrod,1
China,Nissan,Indonesia,2004,Yuan Renminbi,Envoy XL,Puce,1
China,Kia,China,2007,Yuan Renminbi,Legacy,Pink,1
China,Kia,Philippines,2013,Yuan Renminbi,Yukon,Mauv,1
China,Chirey,Sweden,1997,Yuan Renminbi,Protege,Green,1
China,Chirey,China,2008,Yuan Renminbi,Tucson,Blue,1
China,Chirey,Argentina,2007,Yuan Renminbi,Forester,Turquoise,1
China,Tesla,France,1995,Yuan Renminbi,Accent,Pink,1
United States,Kia,China,2012,Dollar,Cayman,Puce,1
China,Suzuki,Russia,2006,Yuan Renminbi,XC70,Violet,1
South Korea,Kia,Philippines,1997,Won,Sebring,Maroon,1
China,Saic Motor,Japan,2008,Yuan Renminbi,Mountaineer,Indigo,1
China,Kia,Austria,2012,Yuan Renminbi,Expedition EL,Goldenrod,1
China,General Motors,Philippines,2009,Yuan Renminbi,Mazda3,Yellow,1
China,General Motors,Czech Republic,2007,Yuan Renminbi,Caliber,Crimson,1
China,Kia,Guatemala,2007,Yuan Renminbi,Equinox,Goldenrod,1
China,Chirey,China,1983,Yuan Renminbi,RX-7,Red,1
China,Otros,Peru,1989,Yuan Renminbi,Eclipse,Orange,1
China,Tesla,Philippines,1993,Yuan Renminbi,Mighty Max,Purple,1
China,Otros,Philippines,1993,Yuan Renminbi,Miata MX-5,Green,1
China,General Motors,Sweden,2000,Yuan Renminbi,Insight,Puce,1
China,Nissan,Bolivia,2011,Yuan Renminbi,Rogue,Crimson,1
China,Otros,Uganda,2000,Yuan Renminbi,Elantra,Orange,1
China,Tesla,Philippines,2011,Yuan Renminbi,M-Class,Mauv,1
South Korea,Nissan,New Zealand,2005,Won,Cavalier,Puce,1
China,Otros,Brazil,2005,Yuan Renminbi,Forester,Puce,1
China,Nissan,Indonesia,2012,Yuan Renminbi,Range Rover,Mauv,1
China,General Motors,Indonesia,2001,Yuan Renminbi,Dakota Club,Yellow,1
United States,General Motors,China,1988,Dollar,900,Blue,1
China,Otros,Belarus,2006,Yuan Renminbi,Exige,Mauv,1
United States,Nissan,United States,2008,Dollar,Quest,Purple,1
China,Kia,Cameroon,2004,Yuan Renminbi,Mazda3,Purple,1
China,Suzuki,China,2008,Yuan Renminbi,IS,Violet,1
China,Otros,Russia,2009,Yuan Renminbi,Landaulet,Turquoise,1
Germany,Saic Motor,China,1998,Euro,Durango,Pink,1
China,Tesla,Ukraine,2001,Yuan Renminbi,Discovery,Blue,1
China,Saic Motor,Philippines,2006,Yuan Renminbi,xB,Violet,1
China,General Motors,Philippines,2009,Yuan Renminbi,XL7,Orange,1
United States,General Motors,Canada,1969,Dollar,Charger,Orange,1
United States,Otros,Guatemala,2003,Dollar,Land Cruiser,Orange,1
China,Otros,Indonesia,2001,Yuan Renminbi,Avalon,Mauv,1
China,Suzuki,China,2008,Yuan Renminbi,Eclipse,Teal,1
China,Otros,Philippines,1994,Yuan Renminbi,Diablo,Mauv,1
China,Saic Motor,Somalia,1996,Yuan Renminbi,Truck,Teal,1
China,Kia,Panama,2002,Yuan Renminbi,I,Red,1
China,Tesla,Portugal,2000,Yuan Renminbi,Tacoma,Crimson,1
China,Saic Motor,China,2012,Yuan Renminbi,G37,Purple,1
China,Saic Motor,Poland,2005,Yuan Renminbi,Mazda6,Green,1
China,Saic Motor,France,1985,Yuan Renminbi,Grand Prix,Crimson,1
China,General Motors,China,2012,Yuan Renminbi,Tribeca,Pink,1
China,Saic Motor,Indonesia,1993,Yuan Renminbi,GS,Puce,1
China,Build Your Dream,Philippines,1998,Yuan Renminbi,CL-Class,Goldenrod,1
China,Saic Motor,France,2001,Yuan Renminbi,CR-V,Green,1
China,Otros,Netherlands,2001,Yuan Renminbi,Dakota Club,Puce,1
China,Build Your Dream,China,1995,Yuan Renminbi,3000GT,Khaki,1
China,Saic Motor,Syria,2010,Yuan Renminbi,Yaris,Goldenrod,1
China,Build Your Dream,Ivory Coast,1990,Yuan Renminbi,Topaz,Orange,1
China,Suzuki,China,2010,Yuan Renminbi,Miata MX-5,Aquamarine,1
China,Build Your Dream,Sweden,2011,Yuan Renminbi,Civic,Khaki,1
China,Saic Motor,China,1993,Yuan Renminbi,Eurovan,Puce,1
China,Otros,Portugal,2007,Yuan Renminbi,Sportage,Red,1
China,Nissan,Peru,1998,Yuan Renminbi,Trans Sport,Violet,1
China,Build Your Dream,China,2007,Yuan Renminbi,G-Class,Goldenrod,1
China,Kia,China,2000,Yuan Renminbi,Eclipse,Puce,1
China,Chirey,China,1996,Yuan Renminbi,Savana 3500,Maroon,1
United States,Otros,China,1983,Dollar,Sunbird,Crimson,1
China,Otros,Croatia,1996,Yuan Renminbi,Escort,Orange,1
China,Nissan,Honduras,1993,Yuan Renminbi,S-Series,Violet,1
China,Chirey,Mongolia,2011,Yuan Renminbi,Ridgeline,Purple,1
China,Tesla,Poland,2007,Yuan Renminbi,CX-7,Maroon,1
China,Nissan,Russia,1993,Yuan Renminbi,Diablo,Goldenrod,1
United States,Nissan,Philippines,2006,Dollar,XLR-V,Mauv,1
China,Chirey,El Salvador,2006,Yuan Renminbi,Tucson,Red,1
Italy,Tesla,China,1992,Euro,Cherokee,Crimson,1
China,Chirey,China,1991,Yuan Renminbi,Caprice,Red,1
China,Build Your Dream,China,2003,Yuan Renminbi,Lancer Evolution,Aquamarine,1
China,Build Your Dream,Democratic Republic of the Congo,2009,Yuan Renminbi,Tundra,Turquoise,1
China,Nissan,Denmark,1998,Yuan Renminbi,Suburban 1500,Orange,1
China,General Motors,Russia,1998,Yuan Renminbi,3 Series,Khaki,1
China,Build Your Dream,Russia,2003,Yuan Renminbi,Sierra 1500,Turquoise,1
China,General Motors,Sri Lanka,1991,Yuan Renminbi,SJ,Teal,1
United States,Kia,China,1995,Dollar,Sentra,Yellow,1
China,Chirey,Indonesia,2012,Yuan Renminbi,Ridgeline,Yellow,1
China,Saic Motor,Gambia,2001,Yuan Renminbi,rio,Pink,1
China,Nissan,China,2002,Yuan Renminbi,Sportage,Fuscia,1
China,Tesla,Portugal,1987,Yuan Renminbi,Justy,Puce,1
China,Kia,Philippines,1994,Yuan Renminbi,S10 Blazer,Indigo,1
China,Saic Motor,Brazil,1993,Yuan Renminbi,Club Wagon,Orange,1
China,Otros,Indonesia,2007,Yuan Renminbi,Cayman,Pink,1
China,Build Your Dream,Kyrgyzstan,2004,Yuan Renminbi,Passat,Violet,1
China,Kia,Indonesia,2010,Yuan Renminbi,Mariner,Purple,1
China,Otros,Honduras,2010,Yuan Renminbi,FX,Indigo,1
China,Nissan,Uzbekistan,1993,Yuan Renminbi,Rally Wagon 3500,Teal,1
China,Chirey,Czech Republic,2004,Yuan Renminbi,Freestar,Red,1
United States,Otros,Vietnam,2004,Dollar,Sparrow,Fuscia,1
China,Tesla,China,2005,Yuan Renminbi,Touareg,Turquoise,1
China,Kia,Honduras,1995,Yuan Renminbi,Trans Sport,Indigo,1
China,Chirey,South Africa,2002,Yuan Renminbi,Pajero,Pink,1
China,Chirey,Colombia,1957,Yuan Renminbi,600,Orange,1
China,Chirey,Ukraine,1997,Yuan Renminbi,Defender,Blue,1
China,Chirey,China,1998,Yuan Renminbi,Eldorado,Purple,1
China,Suzuki,United Arab Emirates,1995,Yuan Renminbi,Coachbuilder,Indigo,1
China,Suzuki,Nigeria,2011,Yuan Renminbi,F150,Aquamarine,1
China,Build Your Dream,Yemen,2000,Yuan Renminbi,Swift,Fuscia,1
China,Otros,China,1996,Yuan Renminbi,Ram 3500,Mauv,1
China,Tesla,Czech Republic,2009,Yuan Renminbi,Highlander,Goldenrod,1
China,Otros,France,1992,Yuan Renminbi,riolet,Pink,1
China,Otros,France,1988,Yuan Renminbi,Ranger,Red,1
China,General Motors,Poland,1990,Yuan Renminbi,Corrado,Blue,1
China,Tesla,Tanzania,2002,Yuan Renminbi,Aurora,Puce,1
China,Otros,Italy,1999,Yuan Renminbi,Envoy,Goldenrod,1
China,Chirey,Poland,2010,Yuan Renminbi,Mustang,Aquamarine,1
China,Chirey,Indonesia,2007,Yuan Renminbi,VUE,Maroon,1
Germany,Suzuki,France,1997,Euro,Range Rover,Indigo,1
China,Tesla,Thailand,1992,Yuan Renminbi,Mighty Max Macro,Khaki,1
United States,Kia,Tunisia,2001,Dollar,Esteem,Violet,1
China,Chirey,Syria,2008,Yuan Renminbi,Range Rover,Mauv,1
China,Chirey,Bolivia,2000,Yuan Renminbi,Millenia,Yellow,1
China,Chirey,Sweden,2006,Yuan Renminbi,CTS,Yellow,1
China,Tesla,Mongolia,2004,Yuan Renminbi,S10,Aquamarine,1
China,Tesla,China,1996,Yuan Renminbi,98,Teal,1
China,Nissan,Bahamas,1997,Yuan Renminbi,Sportage,Purple,1
China,Otros,Uzbekistan,2011,Yuan Renminbi,Mazda3,Aquamarine,1
China,Suzuki,Sweden,2004,Yuan Renminbi,Ram 1500,Purple,1
China,Chirey,Portugal,2006,Yuan Renminbi,Mazda6 5-Door,Indigo,1
United States,Chirey,China,2012,Dollar,F350,Green,1
China,Suzuki,Czech Republic,2005,Yuan Renminbi,Camry,Orange,1
China,Otros,Russia,1965,Yuan Renminbi,Mustang,Goldenrod,1
China,Otros,Dominican Republic,1996,Yuan Renminbi,Tacoma Xtra,Red,1
China,Build Your Dream,South Korea,1997,Yuan Renminbi,F250,Red,1
China,Build Your Dream,Kazakhstan,2010,Yuan Renminbi,DTS,Indigo,1
China,Build Your Dream,Indonesia,1987,Yuan Renminbi,Grand Prix,Fuscia,1
United States,Kia,Belarus,1997,Dollar,Lumina,Puce,1
China,Saic Motor,France,2000,Yuan Renminbi,Frontier,Fuscia,1
China,Suzuki,Philippines,2002,Yuan Renminbi,Caravan,Goldenrod,1
China,Suzuki,Japan,1983,Yuan Renminbi,Accord,Orange,1
China,Saic Motor,France,1999,Yuan Renminbi,1500,Indigo,1
China,General Motors,Indonesia,2005,Yuan Renminbi,Sedona,Yellow,1
China,Saic Motor,China,2006,Yuan Renminbi,300,Green,1
China,General Motors,Chile,1992,Yuan Renminbi,S10 Blazer,Khaki,1
China,Build Your Dream,Poland,1990,Yuan Renminbi,Grand Marquis,Red,1
China,Build Your Dream,France,2009,Yuan Renminbi,Focus,Turquoise,1
China,Nissan,Pakistan,1993,Yuan Renminbi,Diamante,Yellow,1
China,Tesla,Tanzania,1962,Yuan Renminbi,Grand Prix,Orange,1
China,Kia,Canada,1995,Yuan Renminbi,Coachbuilder,Goldenrod,1
China,Chirey,Philippines,2000,Yuan Renminbi,Corvette,Turquoise,1
China,Build Your Dream,Philippines,2011,Yuan Renminbi,Sedona,Maroon,1
China,Suzuki,Morocco,2005,Yuan Renminbi,F350,Fuscia,1
China,Kia,Russia,1997,Yuan Renminbi,Intrepid,Red,1
China,Nissan,Poland,1995,Yuan Renminbi,Ram 3500 Club,Indigo,1
China,Saic Motor,United States,1993,Yuan Renminbi,240SX,Goldenrod,1
China,Kia,Croatia,2012,Yuan Renminbi,Fusion,Khaki,1
China,Chirey,Indonesia,1996,Yuan Renminbi,Tercel,Goldenrod,1
China,Nissan,Argentina,2006,Yuan Renminbi,Tribeca,Goldenrod,1
China,Tesla,Indonesia,2010,Yuan Renminbi,Evora,Fuscia,1
China,Suzuki,United States,1997,Yuan Renminbi,B-Series,Turquoise,1
United States,Suzuki,China,2007,Dollar,Sportage,Blue,1
China,Otros,Indonesia,2012,Yuan Renminbi,Panamera,Aquamarine,1
China,Chirey,Indonesia,2003,Yuan Renminbi,Park Avenue,Maroon,1
China,Build Your Dream,Indonesia,2010,Yuan Renminbi,XK,Maroon,1
China,Nissan,Colombia,2004,Yuan Renminbi,A6,Purple,1
China,Otros,Colombia,1992,Yuan Renminbi,SL-Class,Mauv,1
China,Chirey,Panama,2006,Yuan Renminbi,Sierra 1500,Goldenrod,1
China,Suzuki,Vietnam,2009,Yuan Renminbi,IS-F,Goldenrod,1
China,Suzuki,Peru,2008,Yuan Renminbi,Carens,Khaki,1
China,Suzuki,Philippines,1994,Yuan Renminbi,Expo,Mauv,1
China,Build Your Dream,United States,1992,Yuan Renminbi,Firebird Formula,Mauv,1
China,Nissan,China,2005,Yuan Renminbi,Rendezvous,Pink,1
United States,General Motors,Japan,1999,Dollar,XK Series,Mauv,1
China,Kia,Thailand,1996,Yuan Renminbi,Miata MX-5,Maroon,1
China,Chirey,Poland,2009,Yuan Renminbi,Vantage,Turquoise,1
China,Build Your Dream,France,1985,Yuan Renminbi,928,Crimson,1
China,General Motors,Turkmenistan,1993,Yuan Renminbi,Econoline E150,Teal,1
China,Kia,Russia,2000,Yuan Renminbi,LS,Teal,1
China,Build Your Dream,Cuba,2010,Yuan Renminbi,Impreza,Orange,1
China,Otros,Kenya,1998,Yuan Renminbi,LX,Teal,1
China,Nissan,Indonesia,1998,Yuan Renminbi,Mirage,Mauv,1
China,Chirey,China,2000,Yuan Renminbi,Prizm,Indigo,1
China,Nissan,Indonesia,2009,Yuan Renminbi,SC,Goldenrod,1
China,Nissan,Cyprus,2008,Yuan Renminbi,Ridgeline,Puce,1
China,Suzuki,China,1996,Yuan Renminbi,A6,Khaki,1
China,General Motors,China,2011,Yuan Renminbi,DBS,Aquamarine,1
South Korea,Suzuki,Portugal,1986,Won,Ranger,Puce,1
China,Suzuki,France,2001,Yuan Renminbi,V40,Violet,1
China,Kia,Vietnam,2000,Yuan Renminbi,Focus,Turquoise,1
China,Nissan,Nicaragua,1984,Yuan Renminbi,EXP,Mauv,1
China,Saic Motor,Azerbaijan,2010,Yuan Renminbi,Grand Marquis,Violet,1
China,Chirey,China,1991,Yuan Renminbi,430,Khaki,1
China,Kia,Indonesia,1994,Yuan Renminbi,Lightning,Violet,1
China,General Motors,Indonesia,1998,Yuan Renminbi,Sidekick,Pink,1
China,Kia,Czech Republic,2005,Yuan Renminbi,NSX,Purple,1
China,Nissan,Bulgaria,2004,Yuan Renminbi,Safari,Orange,1
China,Tesla,Poland,1992,Yuan Renminbi,Wrangler,Khaki,1
China,Tesla,Indonesia,2002,Yuan Renminbi,Montana,Pink,1
China,Kia,Nepal,2011,Yuan Renminbi,TT,Green,1
China,Nissan,Brazil,2002,Yuan Renminbi,626,Khaki,1
China,Suzuki,Afghanistan,1998,Yuan Renminbi,I,Crimson,1
China,Suzuki,Indonesia,2012,Yuan Renminbi,TL,Orange,1
China,Tesla,Morocco,2005,Yuan Renminbi,Sonata,Violet,1
China,Tesla,China,1965,Yuan Renminbi,Thunderbird,Green,1
China,Suzuki,China,2012,Yuan Renminbi,Passat,Indigo,1
China,Kia,United States,2001,Yuan Renminbi,DeVille,Indigo,1
China,General Motors,Philippines,2009,Yuan Renminbi,A8,Orange,1
United States,Suzuki,Portugal,1999,Dollar,Galant,Puce,1
China,Nissan,Indonesia,2008,Yuan Renminbi,Murci̩lago LP640,Maroon,1
Italy,General Motors,China,2002,Euro,Alero,Turquoise,1
China,Tesla,China,1999,Yuan Renminbi,Neon,Blue,1
China,Kia,France,2004,Yuan Renminbi,LX,Maroon,1
United States,Build Your Dream,Poland,2002,Dollar,Mirage,Purple,1
China,General Motors,China,1987,Yuan Renminbi,Cordia,Maroon,1
China,Otros,Azerbaijan,2003,Yuan Renminbi,Seville,Green,1
China,Chirey,China,2002,Yuan Renminbi,Land Cruiser,Purple,1
China,Nissan,Greece,2013,Yuan Renminbi,X5,Green,1
China,Kia,China,1988,Yuan Renminbi,900,Indigo,1
United States,Build Your Dream,Indonesia,1987,Dollar,S-Class,Turquoise,1
China,General Motors,Micronesia,1967,Yuan Renminbi,GTO,Indigo,1
United States,Chirey,Ukraine,2005,Dollar,Thunderbird,Teal,1
China,Otros,Peru,2001,Yuan Renminbi,Yukon XL 1500,Goldenrod,1
China,Build Your Dream,Indonesia,1986,Yuan Renminbi,Jetta,Maroon,1
United States,Build Your Dream,Japan,1998,Dollar,4Runner,Turquoise,1
China,Chirey,Portugal,2009,Yuan Renminbi,6 Series,Maroon,1
China,Build Your Dream,China,2005,Yuan Renminbi,Land Cruiser,Turquoise,1
China,Suzuki,Albania,1998,Yuan Renminbi,Suburban 2500,Aquamarine,1
China,Nissan,Japan,2006,Yuan Renminbi,Zephyr,Crimson,1
United States,Chirey,Uganda,2000,Dollar,Ram Van 2500,Crimson,1
China,Build Your Dream,Pakistan,1988,Yuan Renminbi,Skylark,Turquoise,1
China,Build Your Dream,Guatemala,1968,Yuan Renminbi,Charger,Orange,1
China,Tesla,Russia,1993,Yuan Renminbi,Tercel,Indigo,1
China,Kia,Philippines,1999,Yuan Renminbi,Savana 3500,Violet,1
China,Kia,Greece,1993,Yuan Renminbi,968,Red,1
China,Nissan,Czech Republic,2003,Yuan Renminbi,Blackwood,Violet,1
China,Nissan,China,1994,Yuan Renminbi,Mirage,Teal,1
United States,Tesla,Swaziland,2003,Dollar,Ram Van 1500,Teal,1
China,Saic Motor,China,2004,Yuan Renminbi,Sequoia,Mauv,1
China,Build Your Dream,Pakistan,1991,Yuan Renminbi,911,Khaki,1
China,Suzuki,Macedonia,1994,Yuan Renminbi,Vandura 1500,Indigo,1
United States,Saic Motor,France,1997,Dollar,9000,Orange,1
China,Kia,China,2008,Yuan Renminbi,C70,Pink,1
China,Kia,Mexico,2001,Yuan Renminbi,New Beetle,Mauv,1
China,Chirey,Nigeria,1993,Yuan Renminbi,3000GT,Orange,1
China,Kia,Canada,1993,Yuan Renminbi,Pathfinder,Aquamarine,1
China,Nissan,Poland,1984,Yuan Renminbi,944,Puce,1
United States,Suzuki,Argentina,1993,Dollar,Club Wagon,Violet,1
China,General Motors,Philippines,2004,Yuan Renminbi,Town Car,Purple,1
China,Otros,China,1997,Yuan Renminbi,3500,Turquoise,1
Germany,Saic Motor,France,1997,Euro,V90,Red,1
China,Tesla,Finland,1989,Yuan Renminbi,Firefly,Green,1
China,Tesla,Sweden,1992,Yuan Renminbi,Cressida,Indigo,1
China,Saic Motor,Morocco,2003,Yuan Renminbi,Xterra,Khaki,1
China,Build Your Dream,Canada,2007,Yuan Renminbi,Mazda5,Goldenrod,1
South Korea,General Motors,Japan,2005,Won,tC,Goldenrod,1
China,Suzuki,Pakistan,1998,Yuan Renminbi,LeSabre,Puce,1
China,General Motors,Indonesia,1989,Yuan Renminbi,Chariot,Aquamarine,1
China,Chirey,China,2002,Yuan Renminbi,Tundra,Green,1
China,Saic Motor,Russia,1985,Yuan Renminbi,Bronco II,Blue,1
China,Chirey,Sweden,2001,Yuan Renminbi,Cabriolet,Violet,1
China,Nissan,Indonesia,2009,Yuan Renminbi,Exige,Violet,1
China,Build Your Dream,El Salvador,2003,Yuan Renminbi,Pathfinder,Orange,1
China,Otros,Belarus,1996,Yuan Renminbi,Park Avenue,Aquamarine,1
China,Otros,Laos,2001,Yuan Renminbi,Concorde,Orange,1
China,Saic Motor,China,2000,Yuan Renminbi,Expedition,Fuscia,1
China,Kia,Aruba,2004,Yuan Renminbi,Exige,Violet,1
China,General Motors,China,1995,Yuan Renminbi,Vandura G1500,Turquoise,1
United States,Otros,Colombia,1993,Dollar,LeMans,Pink,1
China,Kia,Russia,1994,Yuan Renminbi,Escort,Pink,1
China,Chirey,Russia,2006,Yuan Renminbi,Civic Si,Goldenrod,1
China,General Motors,Dominican Republic,2012,Yuan Renminbi,Q7,Teal,1
China,Chirey,Indonesia,1992,Yuan Renminbi,G-Series G10,Violet,1
China,Saic Motor,Sweden,2000,Yuan Renminbi,L-Series,Violet,1
China,General Motors,Indonesia,1995,Yuan Renminbi,Summit,Blue,1
China,Nissan,Haiti,1992,Yuan Renminbi,GTI,Yellow,1
South Korea,Otros,Bulgaria,1999,Won,Quest,Indigo,1
China,Build Your Dream,Peru,2007,Yuan Renminbi,Tucson,Khaki,1
United States,Saic Motor,Poland,2008,Dollar,Quattroporte,Teal,1
China,Kia,North Korea,2002,Yuan Renminbi,Explorer,Orange,1
China,Build Your Dream,Norway,1992,Yuan Renminbi,Firebird Formula,Goldenrod,1
China,Nissan,China,2001,Yuan Renminbi,Viper,Violet,1
China,Otros,China,2011,Yuan Renminbi,Venza,Purple,1
China,Chirey,Indonesia,1986,Yuan Renminbi,Jetta,Puce,1
China,General Motors,Czech Republic,2008,Yuan Renminbi,Impala,Red,1
China,Nissan,Syria,2005,Yuan Renminbi,Ranger,Indigo,1
China,Otros,China,1992,Yuan Renminbi,Grand Voyager,Purple,1
China,Tesla,Swaziland,1997,Yuan Renminbi,S-Class,Turquoise,1
China,Kia,Russia,2012,Yuan Renminbi,DB9,Orange,1
China,Saic Motor,China,2012,Yuan Renminbi,Azera,Turquoise,1
China,Tesla,Finland,1988,Yuan Renminbi,Countach,Yellow,1
United States,Otros,Palestinian Territory,2011,Dollar,Golf,Turquoise,1
China,Otros,Indonesia,2011,Yuan Renminbi,LR4,Blue,1
United States,Nissan,China,2010,Dollar,599 GTB Fiorano,Aquamarine,1
United States,Saic Motor,France,1999,Dollar,Sonoma,Yellow,1
China,Tesla,Indonesia,1990,Yuan Renminbi,Jetta,Aquamarine,1
China,Tesla,China,2002,Yuan Renminbi,Expedition,Orange,1
United States,General Motors,Nigeria,2005,Dollar,Endeavor,Orange,1
China,Otros,China,2004,Yuan Renminbi,Yukon XL 1500,Crimson,1
United States,Build Your Dream,Indonesia,1996,Dollar,Truck,Violet,1
China,Suzuki,Japan,2012,Yuan Renminbi,Elantra,Blue,1
China,Otros,Nigeria,1999,Yuan Renminbi,GTO,Pink,1
United States,Tesla,Malaysia,1992,Dollar,5 Series,Puce,1
China,Kia,Japan,2004,Yuan Renminbi,F-Series,Yellow,1
China,Kia,Costa Rica,2008,Yuan Renminbi,i-Series,Purple,1
United States,Tesla,China,1989,Dollar,Courier,Crimson,1
China,Tesla,Albania,1991,Yuan Renminbi,LeMans,Purple,1
China,Tesla,China,2002,Yuan Renminbi,Sienna,Maroon,1
United States,Suzuki,Albania,2004,Dollar,Sebring,Indigo,1
China,Kia,Indonesia,2009,Yuan Renminbi,Escalade ESV,Yellow,1
China,Saic Motor,Portugal,2005,Yuan Renminbi,Passat,Khaki,1
China,Kia,Indonesia,2004,Yuan Renminbi,Pajero,Puce,1
China,Suzuki,Brazil,2000,Yuan Renminbi,F250,Aquamarine,1
China,Kia,Thailand,2002,Yuan Renminbi,M-Class,Violet,1
United States,Nissan,Philippines,1996,Dollar,G-Series G30,Maroon,1
China,General Motors,China,1996,Yuan Renminbi,Crown Victoria,Crimson,1
China,Otros,Indonesia,2006,Yuan Renminbi,Sierra Hybrid,Maroon,1
China,General Motors,France,1967,Yuan Renminbi,Camaro,Teal,1
China,Otros,China,1988,Yuan Renminbi,Cabriolet,Teal,1
China,Saic Motor,Norway,1995,Yuan Renminbi,Chariot,Blue,1
China,Tesla,Thailand,1993,Yuan Renminbi,Acclaim,Pink,1
United States,Kia,Sweden,1995,Dollar,S-Class,Maroon,1
China,Tesla,Costa Rica,2009,Yuan Renminbi,Commander,Blue,1
China,Kia,China,1997,Yuan Renminbi,del Sol,Aquamarine,1
China,Suzuki,Colombia,1992,Yuan Renminbi,300E,Teal,1
China,Kia,Greece,2006,Yuan Renminbi,TT,Aquamarine,1
China,Chirey,Indonesia,2005,Yuan Renminbi,Jetta,Indigo,1
China,Tesla,China,2008,Yuan Renminbi,Pilot,Goldenrod,1
China,Nissan,Serbia,1993,Yuan Renminbi,164,Aquamarine,1
China,Build Your Dream,South Africa,2011,Yuan Renminbi,Optima,Crimson,1
China,Kia,Canada,2010,Yuan Renminbi,Savana,Purple,1
United States,Nissan,Pakistan,2000,Dollar,Grand Voyager,Khaki,1
China,Build Your Dream,China,2005,Yuan Renminbi,Monterey,Puce,1
China,Tesla,China,2008,Yuan Renminbi,Sentra,Teal,1
China,Nissan,Philippines,1986,Yuan Renminbi,Esprit,Teal,1
United States,Otros,China,1995,Dollar,Samurai,Aquamarine,1
China,Nissan,China,1995,Yuan Renminbi,Cougar,Puce,1
China,Suzuki,China,1997,Yuan Renminbi,Sebring,Maroon,1
China,Saic Motor,Mexico,1986,Yuan Renminbi,Regal,Green,1
China,Otros,China,2008,Yuan Renminbi,57,Green,1
China,Tesla,Australia,2009,Yuan Renminbi,Liberty,Purple,1
China,Suzuki,Russia,2007,Yuan Renminbi,G6,Crimson,1
China,General Motors,South Korea,2003,Yuan Renminbi,RL,Aquamarine,1
China,Nissan,Panama,2009,Yuan Renminbi,Malibu,Mauv,1
China,Chirey,Japan,2012,Yuan Renminbi,Prius v,Indigo,1
China,Tesla,Pakistan,1972,Yuan Renminbi,Thunderbird,Turquoise,1
China,Otros,United States,1991,Yuan Renminbi,430,Pink,1
China,Kia,Serbia,2008,Yuan Renminbi,Legacy,Goldenrod,1
China,Suzuki,Costa Rica,2000,Yuan Renminbi,Spectra,Red,1
China,Saic Motor,China,1996,Yuan Renminbi,Hearse,Purple,1
China,Tesla,China,2004,Yuan Renminbi,Explorer Sport Trac,Purple,1
China,General Motors,Nigeria,1992,Yuan Renminbi,Colt,Purple,1
China,Nissan,Poland,2010,Yuan Renminbi,Caravan,Pink,1
United States,General Motors,Senegal,2000,Dollar,Yukon XL 1500,Maroon,1
United States,Chirey,Indonesia,1988,Dollar,Range Rover,Teal,1
China,Tesla,Tanzania,2000,Yuan Renminbi,LS,Orange,1
China,Chirey,Poland,2004,Yuan Renminbi,Tracker,Aquamarine,1
China,Tesla,Colombia,2010,Yuan Renminbi,Sedona,Green,1
China,Build Your Dream,Russia,1987,Yuan Renminbi,Sunbird,Puce,1
China,Saic Motor,Poland,1986,Yuan Renminbi,Grand Am,Pink,1
China,Kia,China,2008,Yuan Renminbi,Sienna,Teal,1
China,Otros,China,2002,Yuan Renminbi,Frontier,Maroon,1
China,General Motors,Peru,2003,Yuan Renminbi,XK Series,Pink,1
China,Build Your Dream,Spain,1996,Yuan Renminbi,VS Commodore,Goldenrod,1
China,Kia,Sierra Leone,1990,Yuan Renminbi,430,Crimson,1
United States,Tesla,Indonesia,2004,Dollar,Seville,Purple,1
China,Kia,Azerbaijan,2006,Yuan Renminbi,RL,Teal,1
China,Tesla,Madagascar,2009,Yuan Renminbi,Azure,Puce,1
China,General Motors,China,2007,Yuan Renminbi,V70,Aquamarine,1
China,Saic Motor,Ivory Coast,2007,Yuan Renminbi,DB9,Green,1
China,Suzuki,Netherlands,2002,Yuan Renminbi,Sportage,Maroon,1
China,Otros,China,1986,Yuan Renminbi,6000,Pink,1
